timestamp,tipo_gerador,tipo_atividade,bairro_cidade,tipos_residuo,residuos_organicos,especificacao_residuos,origem_residuo,frequencia_descarte,quantidade_gerada,destino_atual,custo_destinacao,potencial_reaproveitamento,caracteristica_residuo,tentativa_reutilizacao,melhor_solucao,num_pessoas,conscientizacao,interesse_aprender
28/02/2026 10:54:53,Pessoa física (residência),Residencial,Efapi,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas","Borra de café 
Semente de fruta 
Cascas de fruta 
Casca de ovo
Comidas que já estragaram 
Embalagens ",Consumo diário,,1–5 kg por semana,Coleta pública comum,Não sei,Sim,"Alto teor orgânico, É úmido, Contém vitaminas, minerais e compostos nutritivos",Não,,1 a 3,,Sim
28/02/2026 13:12:12,Pessoa física (residência),Residencial,Desbravador,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Casca de ovos, Cascas de legumes e verduras","Casca de ovo/cenoura/batata/chuchu/abóbora/cebola/alho, folhas de alface/repolho, restos de carne.",Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Sim,"Alto teor orgânico, É úmido",Sim,,1 a 3,,Talvez
28/02/2026 18:00:11,Pessoa física (residência),Residencial,Frei Bruno,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Casca de ovos","Restos de Comida, Cascas de Frutas",Consumo diário,,5–10 kg por semana,Compostagem,Não,Sim,"Alto teor orgânico, É úmido",Sim,,4 a 6,,Sim
28/02/2026 18:33:26,Pessoa física (residência),Residencial,Outro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Cascas de legumes e verduras","Restos de frutas de diversos tipos, casca de ovos, erva mate e terere, café, restos de comida...",Consumo diário,,Não sei estimar,Compostagem,Não,Sim,Alto teor orgânico,Sim,,4 a 6,,Sim
28/02/2026 19:08:09,Pessoa física (residência),Residencial,Chapecó (sem bairro),"Orgânicos (restos de alimentos, cascas, bagaço), Plástico, Metal","Restos de comida, Cascas de frutas, Casca de ovos, Cascas de legumes e verduras, Legumes e verduras estragadas","Restos de alimentos (feijão e arroz);
Cascas de ovos (ovos caipiras);
Cascas de laranja;
Cascas de batata;
Restos de salada (geralmente as bordas) estragadas.",Consumo diário,,1–5 kg por semana,Compostagem,Não,Sim,"Alto teor orgânico, É úmido, Contém vitaminas, minerais e compostos nutritivos",Sim,,4 a 6,,Talvez
28/02/2026 19:12:30,Pessoa física (residência),Residencial,Coronel Freitas,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Casca de ovos, Cascas de legumes e verduras","Casca de ovos 
Cascas de verduras e legumes 
Restos de alimentos ",Consumo diário,,1–5 kg por semana,Descarte,Não,Sim,Não sei informar,Não,,4 a 6,,Sim
28/02/2026 19:12:48,Pessoa física (residência),Serviços,União do Oeste,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Cascas de frutas, Casca de ovos, Cascas de legumes e verduras",Cascas de banana ,Consumo diário,,1–5 kg por semana,Compostagem,Não,Sim,"Contém vitaminas, minerais e compostos nutritivos",Sim,,1 a 3,,Sim
28/02/2026 19:31:47,Microempreendedor individual (MEI),Serviços,Centro,"Plástico, Papelão, Vidro","Restos de comida, Casca de ovos","Resto de carne, cascas e sementes de frutas ",Consumo diário,,Não sei estimar,Coleta pública comum,Sim,Sim,É úmido,Não,,1 a 3,,Talvez
28/02/2026 19:57:21,Instituição pública,Educadora,Coronel Freitas,Plástico,"Restos de comida, Cascas de legumes e verduras, Legumes e verduras estragadas","Restos de carne , cascas de legumes, cas cas de frutas. ",Consumo diário,,Não sei estimar,Reaproveitamento,Não,Sim,"Contém vitaminas, minerais e compostos nutritivos",Sim,,1 a 3,,Sim
28/02/2026 20:27:16,Pessoa física (residência),Residencial,União do Oeste,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Casca de ovos","Casca de banana 
Laranja
Maçã ",Processo produtivo,,1–5 kg por semana,Compostagem,Não,Sim,É úmido,Não,,1 a 3,,Sim
28/02/2026 20:30:41,Pessoa física (residência),Residencial,São Cristóvão,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Cascas de legumes e verduras"," restos de comidas, cascas de frutas etc.",Consumo diário,,1–5 kg por semana,Coleta seletiva,Sim,Sim,Alto teor orgânico,Sim,,1 a 3,,Talvez
28/02/2026 20:38:06,Pessoa física (residência),Residencial,São Cristóvão,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Cascas de legumes e verduras","Restos de comidas, cascas de frutas e legumes etc.",Consumo diário,,1–5 kg por semana,Coleta seletiva,Sim,Sim,Alto teor orgânico,Sim,,1 a 3,,Sim
28/02/2026 20:54:53,Pessoa física (residência),Residencial,Coronel Freitas,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Cascas de legumes e verduras","Cascas de laranja, banana, restos de feijão, carne, cascas de batata, moranga, mandioca.",Consumo diário,,1–5 kg por semana,Reaproveitamento,Não,Sim,É úmido,Não,,4 a 6,,Sim
28/02/2026 21:02:16,Pessoa física (residência),Residencial,Pinhalzinho,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico, Papelão","Cascas de frutas, Casca de ovos, Borra de café","Casca de banana, casca e semente de mamão, borra de café. ",Consumo diário,,1–5 kg por semana,Coleta seletiva,Não,Sim,"Alto teor orgânico, É úmido, Contém vitaminas, minerais e compostos nutritivos",Não,,1 a 3,,Sim
28/02/2026 21:02:47,Pessoa física (residência),Residencial,União do Oeste,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Cascas de frutas, Casca de ovos, Cascas de legumes e verduras",Casca de diversos legumes e frutos ,Consumo diário,,1–5 kg por semana,Reaproveitamento,Não,Sim,"Contém vitaminas, minerais e compostos nutritivos",Sim,,1 a 3,,Sim
28/02/2026 21:05:18,Pessoa física (residência),Residencial,União do Oeste,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Cascas de frutas, Casca de ovos, Cascas de legumes e verduras",Casca de diversos legumes e frutas,Consumo diário,,1–5 kg por semana,Reaproveitamento,Não,Sim,É seco,Sim,,1 a 3,,Sim
28/02/2026 21:07:17,Pessoa física (residência),Residencial,União do Oeste,"Plástico, Resíduos químicos","Cascas de frutas, Casca de ovos, Cascas de legumes e verduras",Cascas de legumes e verduras,Consumo diário,,1–5 kg por semana,Reaproveitamento,Não,Sim,É seco,Sim,,1 a 3,,Sim
28/02/2026 21:15:47,Pequena empresa,Serviços,Outro,"Orgânicos (restos de alimentos, cascas, bagaço), Resíduos químicos","Cascas de frutas, Casca de ovos, Cascas de legumes e verduras",Cascas de bananas,Consumo diário,,1–5 kg por semana,Compostagem,Não,Sim,Alto teor orgânico,Sim,,1 a 3,,Sim
28/02/2026 21:16:02,Pessoa física (residência),Residencial,São Cristóvão,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas","Cascas de bananas, ossos de carne e embalagens de alimentos.",Consumo diário,,1–5 kg por semana,Coleta pública comum,Sim,Sim,"Alto teor orgânico, É úmido, Contém vitaminas, minerais e compostos nutritivos",Não,,1 a 3,,Não
28/02/2026 21:25:38,Pessoa física (residência),Serviços,Centro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Casca de ovos",Casca de banana e sementes de mamão ,Consumo diário,,1–5 kg por semana,Coleta seletiva,Não,Sim,Alto teor orgânico,Não,,1 a 3,,Sim
28/02/2026 21:30:01,Pequena empresa,Serviços,Outro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Casca de ovos",Sementes de mamado restos de arroz e pão ,Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Sim,"Alto teor orgânico, Contém vitaminas, minerais e compostos nutritivos",Sim,,1 a 3,,Sim
01/03/2026 09:01:56,Pessoa física (residência),Residencial,Outro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Cascas de frutas, Cascas de legumes e verduras, Erva mate","Casca de alho, casca de cebola, erva mate",Consumo diário,,1–5 kg por semana,Coleta pública comum,Não sei,Sim,Alto teor orgânico,Sim,,1 a 3,,Sim
01/03/2026 12:22:05,Pessoa física (residência),Residencial,Vila Real,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico, Papelão","Restos de comida, Casca de ovos, Borra de café","Borra de café
Cascas de ovo
Cascas de verduras ",Consumo diário,,1–5 kg por semana,Coleta pública comum,Não sei,Sim,"É úmido, É seco",Sim,,1 a 3,,Talvez
01/03/2026 20:22:24,Pessoa física (residência),Residencial,Líder,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico, Vidro, Óleo residual","Restos de comida, Casca de ovos, Legumes e verduras estragadas","Resto de carnes ,sementes  de melancia  laranja ,cascas de melão,banana, e demais frutas ",Consumo diário,,1–5 kg por semana,Coleta seletiva,Não sei,Sim,"Contém vitaminas, minerais e compostos nutritivos",Sim,,4 a 6,,Sim
01/03/2026 22:33:19,Pessoa física (residência),Residencial,União do Oeste,"Orgânicos (restos de alimentos, cascas, bagaço)","Restos de comida, Cascas de frutas, Casca de ovos, Cascas de legumes e verduras","Casca de banana, saladas, resto de carnes e algumas outras comidas",Consumo diário,,1–5 kg por semana,Compostagem,Não,Sim,"Contém vitaminas, minerais e compostos nutritivos",Não,,1 a 3,,Talvez
02/03/2026 13:08:37,Pessoa física (residência),Residencial,Outro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Casca de ovos, Cascas de legumes e verduras","Restos de carne de frango, casca de batata, casca de cenoura e cascas de ovo ",Consumo diário,,5–10 kg por semana,Coleta pública comum,Não,Sim,"Contém vitaminas, minerais e compostos nutritivos",Sim,,4 a 6,,Sim
02/03/2026 16:51:19,Pessoa física (residência),Comércio,Xaxim,Plástico,"Restos de comida, Cascas de frutas, Legumes e verduras estragadas",restos de comida,Consumo diário,,Não sei estimar,Reaproveitamento,Não sei,Não,É úmido,Sim,,Mais de 50 pessoas,,Talvez
02/03/2026 16:51:53,Pessoa física (residência),Residencial,Centro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Cascas de legumes e verduras",resto de comida,Consumo diário,,5–10 kg por semana,Coleta pública comum,Sim,Sim,Alto teor orgânico,Sim,,1 a 3,,Não
02/03/2026 16:52:24,Pessoa física (residência),Comércio,Xaxim,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico",Restos de comida,Restos de comida almoço janta ,Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Sim,Não sei informar,Sim,,1 a 3,,Talvez
02/03/2026 16:52:24,Pessoa física (residência),Comércio,Xaxim,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico",Restos de comida,restos de alimentos,Consumo diário,,5–10 kg por semana,Coleta pública comum,Não,Sim,Não sei informar,Sim,,4 a 6,,Talvez
02/03/2026 16:52:57,Pessoa física (residência),Serviços,Outro,"Orgânicos (restos de alimentos, cascas, bagaço), Papelão","Restos de comida, Cascas de frutas, Casca de ovos",CAscas de banana,Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Sim,É úmido,Sim,,1 a 3,,Talvez
02/03/2026 16:53:24,Pessoa física (residência),"Alimentação (restaurante, padaria, mercado, etc.)",Bela Vista,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Casca de ovos, Borra de café",resto de comida,Consumo diário,,Não sei estimar,Coleta pública comum,Não sei,Nunca pensei sobre isso,Não sei informar,Não,,4 a 6,,Não
02/03/2026 16:53:31,Pessoa física (residência),Serviços,Primavera,"Plástico, ","Restos de comida, Cascas de frutas, Cascas de legumes e verduras, Frutas estragadas, Legumes e verduras estragadas",Frutas estragadas,Consumo diário,,Não sei estimar,Coleta pública comum,Não,Sim,É úmido,Não,,Mais de 50 pessoas,,Talvez
02/03/2026 16:53:45,Pessoa física (residência),Comércio,Guarany,Plástico,Restos de comida,restos de comida,Consumo diário,,1–5 kg por semana,Coleta pública comum,Sim,Sim,"Alto teor orgânico, É úmido, Contém vitaminas, minerais e compostos nutritivos",Sim,,4 a 6,,Sim
02/03/2026 16:54:16,Pessoa física (residência),Residencial,Primavera,"Orgânicos (restos de alimentos, cascas, bagaço)",Restos de comida,Casca de banana,Consumo diário,,10–50 kg por semana,Coleta pública comum,Não,Sim,É úmido,Não,,4 a 6,,Sim
02/03/2026 16:54:48,Pessoa física (residência),Residencial,Primavera,Plástico,"Cascas de frutas, Sementes de frutas, Cascas de legumes e verduras",",
",Consumo diário,,10–50 kg por semana,Coleta seletiva,Sim,Não,Não sei informar,Não,,6 a 10,,Não
02/03/2026 16:54:56,Pessoa física (residência),Residencial,Xaxim,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Casca de ovos, Borra de café, Sementes de frutas, Cascas de legumes e verduras, Frutas estragadas, Legumes e verduras estragadas",casca de banana,Consumo diário,,5–10 kg por semana,Coleta pública comum,Não sei,Sim,"É úmido, É seco",Sim,,1 a 3,,Talvez
02/03/2026 16:55:07,Pessoa física (residência),Serviços,Xaxim,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Cascas de legumes e verduras", cascas de frutas e plasticos,Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Não,Não sei informar,Não,,1 a 3,,Talvez
02/03/2026 16:55:08,Microempreendedor individual (MEI),"Alimentação (restaurante, padaria, mercado, etc.)",Xaxim,Plástico,"Cascas de frutas, Sementes de frutas, Frutas estragadas","cascas de kiwi, banana, manga...",Consumo diário,,Não sei estimar,Coleta pública comum,Não sei,Não,Não sei informar,Não,,1 a 3,,Talvez
02/03/2026 16:55:30,Pessoa física (residência),Residencial,Xaxim,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico, Papelão","Restos de comida, Cascas de frutas, Casca de ovos, Cascas de legumes e verduras, Frutas estragadas, Legumes e verduras estragadas",casca de ovo,Consumo diário,,1–5 kg por semana,Coleta pública comum,Não sei,Sim,Não sei informar,Sim,,4 a 6,,Talvez
02/03/2026 16:56:31,Pessoa física (residência),Residencial,Xaxim,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico, ",Restos de comida,"Feijão, arroz",Consumo diário,,10–50 kg por semana,Compostagem,Não sei,Não,Não sei informar,Não,,1 a 3,,Talvez
02/03/2026 16:56:37,Pessoa física (residência),Residencial,Centro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico, Óleo residual","Restos de comida, Casca de ovos, Borra de café, Sementes de frutas","Borra de café , semente de maça ,osso ",Sobra de matéria-prima,,1–5 kg por semana,Coleta pública comum,Não,Sim,"Alto teor orgânico, É úmido, Contém vitaminas, minerais e compostos nutritivos",Sim,,4 a 6,,Sim
02/03/2026 16:56:37,Pessoa física (residência),Residencial,Centro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Frutas estragadas, Legumes e verduras estragadas",resto de picanha,Consumo diário,,Não sei estimar,Reaproveitamento,Não,Sim,"Contém vitaminas, minerais e compostos nutritivos",Não,,1 a 3,,Talvez
02/03/2026 16:56:47,Pessoa física (residência),Residencial,Xaxim,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico, Resíduos químicos","Restos de comida, Cascas de frutas, Casca de ovos, Borra de café, Cascas de legumes e verduras",cascas de banana ,Consumo diário,,5–10 kg por semana,Coleta pública comum,Não,Sim,É úmido,Sim,,1 a 3,,Talvez
02/03/2026 16:56:54,Pessoa física (residência),Residencial,Guarany,Plástico,"Restos de comida, Cascas de frutas, Casca de ovos","cascas de bananas, cascas de ovos",Consumo diário,,1–5 kg por semana,Coleta pública comum,Não sei,Nunca pensei sobre isso,Não sei informar,Não,,1 a 3,,Não
02/03/2026 20:15:24,Pessoa física (residência),Residencial,Líder,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Cascas de legumes e verduras","Cascas banana, cascas de batatinha e cenoura ",Consumo diário,,5–10 kg por semana,Coleta seletiva,Não,Sim,"Alto teor orgânico, É úmido, Contém vitaminas, minerais e compostos nutritivos",Sim,,1 a 3,,Sim
05/03/2026 13:04:35,Média/Grande empresa,Comércio,Chapecó (sem bairro),"Plástico, Papelão","Cascas de frutas, Borra de café, Sementes de frutas",Casca de banana,Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Nunca pensei sobre isso,É úmido,Não,,10 a 30,,Talvez
05/03/2026 13:04:47,Pessoa física (residência),Residencial,Centro,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Casca de ovos",Resto de alimento e cascas de frutas ,Consumo diário,,Não sei estimar,Coleta pública comum,Não sei,Sim,"Alto teor orgânico, É úmido",Não,,1 a 3,,Sim
05/03/2026 13:09:53,Pessoa física (residência),Residencial,Pinhalzinho,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico",Restos de comida,"restos de carne, arroz, feijão...",Consumo diário,,menos 1kg,Coleta pública comum,Não,Sim,"Alto teor orgânico, É úmido",Não,,1 a 3,,Talvez
05/03/2026 13:16:12,Pessoa física (residência),Residencial,Passo dos Fortes,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Cascas de legumes e verduras","Casca de banana, de manga, de batata e restos de comida em geral ",Consumo diário,,5–10 kg por semana,Coleta pública comum,Não,Sim,"Alto teor orgânico, É úmido",Sim,,4 a 6,,Não
05/03/2026 13:25:57,Pessoa física (residência),Residencial,Chapecó (sem bairro),"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Cascas de frutas, Casca de ovos, Cascas de legumes e verduras","Casca de maçã e pera, restos de uva, erva de chimarrão, cascas de banana, resto de ovo etc",Consumo diário,,1–5 kg por semana,Coleta pública comum,Não,Nunca pensei sobre isso,"Alto teor orgânico, Contém vitaminas, minerais e compostos nutritivos",Sim,,1 a 3,,Talvez
05/03/2026 14:02:58,Pessoa física (residência),Residencial,Desbravador,"Orgânicos (restos de alimentos, cascas, bagaço), Embalagens no geral","Restos de comida, Borra de café, Cascas de legumes e verduras","Comidas a muitos dias na geladeira
Cascas de banana e ovos
Restos de verduras a muito tempo cortadas",Consumo diário,,Não sei estimar,Coleta pública comum,Não sei,Sim,"Alto teor orgânico, É úmido",Não,,4 a 6,,Sim
07/03/2026 19:08:38,Pessoa física (residência),Residencial,Santa Maria,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Cascas de legumes e verduras","Casca de banana, maçã, mamão, legumes em geral, cebola ",Consumo diário,,1–5 kg por semana,Coleta seletiva,Não,Sim,"Alto teor orgânico, É úmido, Contém vitaminas, minerais e compostos nutritivos",Não,,1 a 3,,Sim
11/03/2026 09:32:37,Pessoa física (residência),Residencial,Coronel Freitas,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Casca de ovos","Casca de maçã 
Restos de verduras e legumes 
Restos de carne ",Consumo diário,,1–5 kg por semana,Descarte,Não,Sim,Não sei informar,Não,,4 a 6,,Sim
11/03/2026 11:41:21,Pessoa física (residência),Comércio,São Cristóvão,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Cascas de frutas, Cascas de legumes e verduras","Cascas de tomate e cebola, restos de carne, feijão e arroz",Consumo diário,,10–50 kg por semana,Coleta pública comum,Não,Nunca pensei sobre isso,Não sei informar,Sim,,10 a 30,,Talvez
11/03/2026 19:29:30,Pessoa física (residência),Residencial,Coronel Freitas,"Orgânicos (restos de alimentos, cascas, bagaço), Plástico","Restos de comida, Casca de ovos, Cascas de legumes e verduras","Casca de ovo, de banana, restos de comida ",Consumo diário,,1–5 kg por semana,Descarte,Não,Sim,Não sei informar,Não,,4 a 6,,Sim
